# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-T" "12" "-Q" "10" "-s" "2" "-t" "exon" "-g" "gene_id" "-a" "/export/III-data/waters/ql9f/Plasmodium_genome/pber/PlasmoDB-53_PbergheiANKA.gff" "-o" "set6.count.tsv" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-1_S2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-2_S6.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-3_S10.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-1_S4.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-2_S8.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-3_S12.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-2_S14.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-3_S16.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-5_S18.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-1_S2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-2_S4.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-3_S6.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-1_S1.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-2_S5.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-3_S9.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-1_S3.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-2_S7.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-3_S11.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-2_S13.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-3_S15.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-5_S17.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-1_S1.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-3_S5.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-1_S2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-2_S6.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-3_S10.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-1_S4.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-2_S8.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-3_S12.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-2_S14.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-3_S16.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-5_S18.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-1_S2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-2_S4.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-3_S6.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-1_S1.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-2_S5.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-3_S9.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-1_S3.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-2_S7.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-3_S11.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-2_S13.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-3_S15.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-5_S17.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-1_S1.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-3_S5.sorted.bam
PBANKA_1404400	PbANKA_14_v3;PbANKA_14_v3	236578;237619	237440;238198	-;-	1443	406	556	2164	2898	2778	1145	2386	957	1834	612	597	391	2690	4332	6757	2702	3978	4221	2699	4245	2218	605	673	497
PBANKA_1327700	PbANKA_13_v3;PbANKA_13_v3	1105635;1107778	1107586;1108192	+;+	2367	21	58	48	15	17	27	62	95	97	55	97	60	16	13	45	10	13	19	79	123	74	85	69	45
PBANKA_1332400	PbANKA_13_v3	1312038	1313126	-	1089	1456	2211	1023	1072	1554	1682	2269	3046	2661	1174	1350	1063	831	882	942	985	843	535	1314	1566	1145	1047	1131	1442
PBANKA_1319000	PbANKA_13_v3	782173	784281	+	2109	34712	25523	31974	12879	23827	35501	37119	71656	44430	41742	29735	32027	7635	8743	10976	3293	4462	4581	23584	27628	35539	51237	71778	55782
PBANKA_0504300	PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3	172045;172268;172734	172161;172453;172736	-;-;-	306	2922	7691	6977	5058	7484	8410	9813	6602	5845	2153	1988	1948	6450	5599	8312	5640	6612	6074	9569	10294	11300	1710	3087	1925
PBANKA_0934300	PbANKA_09_v3	1241212	1242255	-	1044	1051	2446	2935	2400	4677	2080	2875	1889	2118	1012	762	744	2911	2325	2171	2929	2329	1964	2646	3197	2818	742	1308	1028
PBANKA_0813900	PbANKA_08_v3;PbANKA_08_v3	602160;602834	602679;603273	+;+	960	195	401	907	1160	1134	423	922	571	930	493	529	298	888	1429	2122	1076	1155	1047	1112	1783	763	255	345	297
PBANKA_1302100	PbANKA_13_v3;PbANKA_13_v3	132940;133319	133158;133465	-;-	366	44	107	55	63	51	47	113	102	133	115	125	98	33	37	40	26	31	32	59	98	40	52	100	42
PBANKA_0700021	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	2402;2564;2746;3044	2473;2743;3041;3188	-;-;-;-	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_0615000	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	626039;626850;627220;627678	626524;627102;627540;627763	+;+;+;+	1146	308	465	995	992	873	639	898	606	893	649	571	398	1269	1750	1350	796	1109	1082	848	1200	707	598	701	665
PBANKA_0928200	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1037620;1038153;1038309;1038574;1038793;1039075	1037781;1038206;1038409;1038634;1038929;1040926	-;-;-;-;-;-	2367	1335	1661	3544	5282	3083	2376	4212	1480	4780	2244	2251	1650	5172	7204	6651	4418	6871	7046	3865	5662	4369	2447	2836	2148
PBANKA_0521800	PbANKA_05_v3	814582	815379	+	798	31	69	58	78	94	48	103	73	125	59	59	48	74	112	77	93	95	56	98	97	92	95	99	100
PBANKA_0622400	PbANKA_06_v3	897627	903968	+	6342	26352	9244	37394	23219	19376	19013	24946	12287	57712	47767	46175	26726	24671	34332	30591	22086	21377	16171	30749	32215	28141	82821	75813	76194
PBANKA_1101900	PbANKA_11_v3	103675	104472	-	798	156	212	256	302	359	175	214	328	339	171	187	142	249	359	224	289	208	184	216	347	154	214	242	267
PBANKA_1142700	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	1601919;1602128;1602366;1602502;1602779;1602943;1603176;1603450;1603702;1604014;1604194	1601993;1602251;1602405;1602668;1602849;1603020;1603340;1603557;1603849;1604106;1604195	-;-;-;-;-;-;-;-;-;-;-	1071	1277	2829	2821	3341	4046	2970	5440	4891	4976	1686	1416	1258	2426	2321	3443	2902	2267	1825	5568	5802	5679	1576	2449	2276
PBANKA_1246200	PbANKA_12_v3;PbANKA_12_v3	1767227;1767483	1767310;1767929	+;+	531	2	0	1	1	4	0	0	0	2	0	0	0	1	0	0	1	1	0	0	2	3	2	0	0
PBANKA_0817900	PbANKA_08_v3	723203	724036	+	834	430	608	2159	2984	2593	663	1319	359	863	305	267	207	2755	3135	3314	3275	3313	2733	1732	3064	1188	143	197	108
PBANKA_1363900	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	2425170;2425370;2425582;2425822;2425969;2426157	2425220;2425481;2425652;2425885;2426050;2426244	-;-;-;-;-;-	468	2076	5315	3512	2775	5774	3559	5181	3793	2740	1445	1110	1454	4220	2930	2431	1976	2342	2013	3411	3251	4326	856	1577	1154
PBANKA_0501400	PbANKA_05_v3	58050	58817	-	768	26	55	46	196	154	32	55	74	73	13	16	18	70	87	16	110	65	44	13	38	10	5	27	15
PBANKA_0938700	PbANKA_09_v3	1387650	1388147	-	498	102	124	138	310	250	133	209	308	215	145	140	95	181	226	542	259	254	203	198	237	164	75	123	64
PBANKA_1237000	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1401356;1401546;1401782;1402007;1402247;1402530;1402768;1402943;1403161;1403389	1401415;1401624;1401880;1402125;1402361;1402569;1402830;1403051;1403265;1403424	-;-;-;-;-;-;-;-;-;-	825	4604	7044	6616	5240	5786	5693	8473	5969	5717	2859	2441	2824	5340	4812	4203	5935	7558	5111	6933	8000	7136	2581	4321	2627
PBANKA_1346700	PbANKA_13_v3;PbANKA_13_v3	1823997;1824605	1824122;1824898	+;+	420	9288	27272	14926	15789	21959	22015	18788	14201	10711	7913	6116	7012	20298	15652	12973	25110	29003	23107	12856	12747	16183	3235	7411	3780
PBANKA_0210800	PbANKA_02_v3	398347	398859	-	513	80	327	423	676	643	249	698	240	536	179	164	104	533	625	452	681	561	429	428	547	408	93	159	112
PBANKA_1404300	PbANKA_14_v3	234416	235282	+	867	113	191	301	161	240	224	202	180	236	138	125	94	143	243	177	99	64	79	138	255	110	121	208	143
PBANKA_0401100	PbANKA_04_v3	34262	38182	+	3921	1554	1588	4005	2663	2507	2396	2841	1832	5406	3612	3627	1991	3368	5374	9378	4079	4861	4273	4889	7178	3784	4034	3773	3398
PBANKA_1008400	PbANKA_10_v3;PbANKA_10_v3	383092;383376	383152;386323	-;-	3009	48	92	57	60	70	68	167	112	281	149	185	110	38	28	46	37	42	22	59	89	39	161	139	163
PBANKA_0907600	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	252285;252750;252928;253209;253502	252656;252824;253040;253308;253633	-;-;-;-;-	792	140	552	759	1131	1616	312	735	318	370	93	79	88	1294	1138	620	1536	1034	867	655	641	608	51	125	120
PBANKA_1459100	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	2260322;2261825;2262276	2261727;2261911;2262318	+;+;+	1536	168	299	549	383	500	350	546	498	618	216	211	152	412	535	1150	456	445	515	750	1226	591	266	271	301
PBANKA_1460600	PbANKA_14_v3	2304720	2306153	-	1434	107	131	124	92	123	129	163	428	374	264	242	161	51	69	109	65	54	69	162	196	171	304	269	319
PBANKA_0214400	PbANKA_02_v3	543241	547059	+	3819	1804	1756	2214	1858	1498	1950	2074	1548	4050	3074	3127	1852	1577	2413	2161	944	1322	1392	1621	2094	1225	3028	3494	2482
PBANKA_1144400	PbANKA_11_v3	1653421	1655916	+	2496	104	261	226	277	266	269	268	289	432	298	284	134	171	251	191	254	195	132	237	358	184	233	286	264
PBANKA_1002600	PbANKA_10_v3	165645	166841	-	1197	474	553	1227	1397	1392	737	972	821	946	430	333	308	1178	1200	1298	937	917	995	1055	1985	996	476	1182	446
PBANKA_1133600	PbANKA_11_v3	1261883	1262248	+	366	32	155	128	24	51	181	221	357	285	112	149	78	16	26	159	14	19	25	198	287	154	72	113	38
PBANKA_0942800	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1547085;1547401;1547747;1548003	1547222;1547441;1547846;1548779	+;+;+;+	1056	116	180	774	1016	876	324	1288	271	893	189	136	87	1266	1455	2251	1529	2093	2093	2015	2698	1343	131	170	117
PBANKA_0934600	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1249184;1259665;1260544;1261526;1261981;1262542;1264863;1266215;1266393;1266622	1259556;1260411;1261338;1261774;1262409;1264758;1266023;1266257;1266439;1266691	-;-;-;-;-;-;-;-;-;-	16131	125	124	345	276	307	218	212	139	289	201	232	149	263	293	345	307	258	243	201	319	167	368	352	219
PBANKA_1115400	PbANKA_11_v3	592213	592467	-	255	263	798	509	501	756	622	1063	1087	964	384	281	256	302	339	654	573	477	405	857	1001	858	251	376	388
PBANKA_0700761	PbANKA_07_v3	65920	69708	+	3789	7262	12354	6974	4563	22840	7999	5395	7507	3226	1523	1066	1569	4172	2676	5659	6697	5588	3849	2559	4295	2480	1244	2454	1020
PBANKA_0108700	PbANKA_01_v3	357597	359636	-	2040	5426	3222	7017	5957	5469	5033	4378	4130	11266	6202	6010	3539	4807	9508	9604	6226	6841	4777	6024	6843	5020	7909	6305	7297
PBANKA_1353200	PbANKA_13_v3	2022691	2022921	-	231	294	836	1147	2153	2932	817	932	438	486	127	97	90	1830	1781	1075	3347	1981	1212	778	965	845	98	144	142
PBANKA_1015300	PbANKA_10_v3	665274	672194	-	6921	69	127	293	545	544	186	525	141	336	283	266	174	622	759	1090	965	1124	878	675	949	555	294	345	326
PBANKA_1103600	PbANKA_11_v3;PbANKA_11_v3	151101;156515	156412;156848	+;+	5646	37	100	25	61	35	75	131	100	190	87	113	62	14	15	21	17	17	24	37	65	14	25	42	12
PBANKA_1113400	PbANKA_11_v3;PbANKA_11_v3	521969;522711	522576;524268	+;+	2166	5967	9061	13980	8445	11214	11619	17650	14140	19561	7824	6676	4927	9828	14164	22920	9609	9766	11022	22209	24993	20433	6247	7347	6821
PBANKA_1322200	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	914177;917999;918150;918494	917827;918063;918268;918516	+;+;+;+	3858	343	294	467	205	181	443	371	410	1043	770	892	549	215	303	545	145	163	185	599	860	520	1375	1215	1035
PBANKA_1317100	PbANKA_13_v3	716243	721960	+	5718	253	345	478	380	448	351	570	432	712	461	355	270	311	331	235	341	210	184	288	367	301	444	455	377
PBANKA_1146100	PbANKA_11_v3	1722628	1723209	-	582	3	17	10	0	7	11	38	34	24	9	12	12	3	4	23	1	4	4	19	45	16	14	9	14
PBANKA_1104300	PbANKA_11_v3	172778	174118	+	1341	318	365	674	845	624	564	905	565	787	471	463	276	482	723	541	672	948	715	381	531	281	339	431	342
PBANKA_0306100	PbANKA_03_v3	209919	218189	+	8271	128	153	276	25	40	177	283	332	593	810	924	507	58	67	251	37	44	68	273	410	241	740	584	331
PBANKA_0905600	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	186790;186951;187246;187463;187734;188095	186795;187131;187341;187547;187817;188110	-;-;-;-;-;-	468	18579	28207	34534	26371	37223	26139	25455	17362	17443	9828	7322	8078	42235	38707	28713	39872	44088	30116	24111	29287	23478	8432	15499	10356
PBANKA_1109200	PbANKA_11_v3;PbANKA_11_v3	361839;362268	362130;363916	+;+	1941	162	250	182	131	135	247	410	458	526	475	425	243	77	92	127	66	101	91	299	357	208	380	486	408
PBANKA_1434500	PbANKA_14_v3	1286701	1288959	-	2259	69	136	186	150	215	138	163	92	195	138	138	83	130	237	139	148	137	124	111	152	95	108	120	140
PBANKA_0828200	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	1094849;1096631;1097172;1097439;1097687	1096450;1096951;1097303;1097534;1097923	-;-;-;-;-	2388	623	972	1618	822	1099	1198	1257	1420	1557	882	1058	703	1039	1669	1898	1155	1235	1294	1417	2098	1127	1072	1128	1004
PBANKA_0823600	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	917899;918124;918368;918598;918806;919198;919377;919615;919850;920133	917974;918179;918467;918678;919099;919284;919464;919687;919974;920181	-;-;-;-;-;-;-;-;-;-	1029	761	906	1853	1157	1370	1124	1198	922	1582	771	790	457	1358	2298	3246	1598	1838	1531	1784	3430	1088	1199	1481	1146
PBANKA_1403200	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	192203;192557;192835;193186;193385;193593	192424;192736;193037;193282;193469;193633	+;+;+;+;+;+	828	101	159	234	222	232	107	380	257	326	312	287	228	129	161	245	68	78	90	438	574	285	233	373	297
PBANKA_0515400	PbANKA_05_v3	577225	579195	+	1971	2936	1927	3282	2401	3227	2396	1521	1734	3092	1687	1648	1520	2618	3486	1831	3209	3866	2219	1488	2012	1118	3325	2568	2799
PBANKA_1304600	PbANKA_13_v3	248774	250777	-	2004	110	131	183	151	148	76	235	169	372	372	372	249	121	117	101	70	92	42	126	178	83	221	254	265
PBANKA_1031700	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1280623;1280859;1281037;1281284;1281490;1281832;1282031	1280694;1280888;1281074;1281395;1281640;1281901;1282076	-;-;-;-;-;-;-	519	151	335	303	368	329	252	435	624	342	216	182	181	404	350	298	176	208	198	431	585	436	266	423	256
PBANKA_0204000	PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3	144591;144831;144997	144741;144884;145226	+;+;+	435	41	129	88	254	260	72	191	199	219	146	147	98	201	162	84	146	117	93	119	154	118	95	174	100
PBANKA_1013800	PbANKA_10_v3	620398	620916	+	519	3895	5657	10871	9908	5545	12242	11008	6143	7349	6061	4164	3827	7513	8932	9750	5158	9913	10461	8282	9153	8448	3663	6781	4659
PBANKA_1244200	PbANKA_12_v3;PbANKA_12_v3	1662490;1663021	1662922;1667711	+;+	5124	834	471	1256	1115	789	860	902	533	2113	1587	1504	783	810	1308	1064	855	810	486	895	1051	764	1891	1798	1366
PBANKA_1117600	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	660873;661168;661388;661583;661843	661059;661247;661501;661690;663063	-;-;-;-;-	1710	380	768	1245	937	1857	802	1131	568	587	237	209	270	1620	1663	1766	2279	2980	2113	1305	1601	1214	341	554	608
PBANKA_0917800	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	667362;667781;667940;668138;668410;668612;670195	667505;667828;668017;668200;668496;670006;671214	-;-;-;-;-;-;-	2835	1070	2547	4233	4747	5659	2405	3564	986	2221	309	232	224	8144	8069	7600	9468	10929	10044	6398	7522	5530	228	455	282
PBANKA_1204400	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	192634;192914;193224	192743;193076;193274	-;-;-	324	3798	6317	12164	16287	18131	6097	10083	5153	7602	6523	5380	4645	17339	15097	7754	20897	18099	13863	6126	7877	6223	2860	4964	3119
PBANKA_0914300	PbANKA_09_v3	549526	550797	+	1272	337	471	750	784	969	470	924	534	1003	772	823	550	653	820	802	792	772	625	653	950	617	548	817	553
PBANKA_1037900	PbANKA_10_v3;PbANKA_10_v3	1525731;1525939	1525829;1526307	-;-	468	121	428	556	142	280	394	642	1185	770	375	460	315	159	221	486	64	104	168	682	1043	708	286	466	268
PBANKA_0622961	PbANKA_06_v3	929844	933777	+	3934	1432	2361	416	2869	2645	1740	852	1350	741	101	56	68	3090	1405	695	5164	3435	1900	217	264	367	58	178	74
PBANKA_1206600	PbANKA_12_v3;PbANKA_12_v3	270333;272013	271627;272061	-;-	1344	10752	12428	11951	5702	8648	16451	17873	20486	18462	12142	10320	8772	4565	4636	6572	2779	3188	2983	12891	13188	14465	8655	12231	9323
PBANKA_0835900	PbANKA_08_v3	1318685	1318903	-	219	232	611	458	675	910	796	995	556	707	237	220	156	992	967	1959	1489	1599	1486	1442	1429	1140	99	190	108
PBANKA_0812300	PbANKA_08_v3	548657	549271	+	615	687	1010	1527	1190	1429	878	1143	920	1244	476	370	311	846	1788	1830	1262	1103	1031	1094	1838	892	273	312	452
PBANKA_1229900	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1154700;1155026;1155383;1155547;1155827;1156090;1156300;1156671;1156951	1154900;1155252;1155413;1155716;1155968;1156172;1156471;1156838;1156995	+;+;+;+;+;+;+;+;+	1239	16543	23237	13600	9091	18540	25175	13489	25337	13868	13976	11450	9298	11948	11612	13091	13495	12857	9690	16244	18681	15744	12738	16142	14837
PBANKA_1143900	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	1640118;1640317;1640465;1640747	1640230;1640343;1640644;1640801	-;-;-;-	375	47	77	166	294	255	53	119	79	127	31	37	40	167	234	137	299	262	161	155	230	135	27	46	74
PBANKA_0615200	PbANKA_06_v3;PbANKA_06_v3	632420;633391	633215;634181	+;+	1587	1701	2594	3931	3728	3228	2787	5631	5483	8331	2823	3930	2377	2817	3977	6198	2892	2771	2454	5579	7145	4646	2626	2472	1737
PBANKA_0701800	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	111357;111505;111601;111868	111423;111525;111750;112187	+;+;+;+	558	549	644	1396	2273	2248	863	1765	935	1544	455	454	322	2317	2421	2432	3265	2825	2003	1756	2380	1330	489	654	571
PBANKA_0523400	PbANKA_05_v3	871355	872089	+	735	213	296	908	816	868	389	385	218	634	111	105	78	688	1402	853	1077	1017	798	334	843	285	119	124	126
PBANKA_0823100	PbANKA_08_v3	902860	904068	+	1209	49178	53861	17714	6486	20793	63313	27578	80729	36226	50758	38455	33825	5878	6835	7572	8049	11167	8495	22653	27393	24157	54225	70792	63843
PBANKA_1137400	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	1417838;1418124;1418298;1418458;1418582;1418736;1418911;1419113;1419359;1419597	1418002;1418187;1418363;1418499;1418620;1418780;1418992;1419218;1419476;1419619	+;+;+;+;+;+;+;+;+;+	750	10690	22480	8892	2092	9934	15976	19451	34516	17391	10805	8213	8837	1329	1102	3685	1064	985	976	13482	14617	14710	7318	11313	10941
PBANKA_0310800	PbANKA_03_v3	372034	374520	-	2487	502	504	1333	1414	1436	610	859	603	1188	604	583	349	1261	1916	1089	1745	1696	1188	658	1224	532	501	625	548
PBANKA_1314800	PbANKA_13_v3	624965	627463	+	2499	12128	10718	27444	40990	28219	18419	28995	15906	28155	25660	25455	15495	46002	51284	25396	43267	49973	33145	18719	19193	16615	13173	16891	11341
PBANKA_0100900	PbANKA_01_v3;PbANKA_01_v3	56253;60138	60019;60273	+;+	3903	1049	776	932	851	620	1276	844	1630	1829	1687	1674	937	874	1034	717	951	1197	732	765	1038	642	1621	1538	1166
PBANKA_1458200	PbANKA_14_v3	2231115	2232362	-	1248	226	403	1093	1285	1378	350	648	388	552	274	199	188	973	1252	708	1108	943	792	555	853	471	195	215	199
PBANKA_0110100	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	400224;400410;400580;400904;401128	400322;400500;400726;400976;408553	-;-;-;-;-	7836	1978	3363	3154	3090	2856	2515	6421	5725	7552	2187	2543	1633	1745	3017	3609	2404	2020	1514	5807	6759	5027	2468	2518	2981
PBANKA_0309100	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	315531;315696;315961	315607;315850;317015	+;+;+	1287	1440	2293	2827	3239	3129	2565	3505	2823	3516	1732	1623	1205	2176	2343	1501	2458	2554	1742	1819	2292	1907	1240	1708	1207
PBANKA_1462000	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	2343567;2343718;2344626	2343632;2344545;2344706	+;+;+	975	234	406	321	374	477	369	468	666	716	375	327	265	206	340	464	505	607	417	487	672	265	447	522	587
PBANKA_0936700	PbANKA_09_v3	1322109	1323671	+	1563	987	1067	2478	1696	1782	1391	1063	610	1300	498	470	373	2398	4866	4305	3425	4790	4130	1777	2447	1159	399	448	419
PBANKA_0836800	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	1349533;1349792;1350123;1350418;1350589;1351025	1349634;1350025;1350232;1350487;1350823;1351266	-;-;-;-;-;-	993	841	1291	707	700	701	1417	3239	4117	4475	2712	2901	1453	267	374	816	181	249	233	1583	2172	1253	1596	2033	1683
PBANKA_1419300	PbANKA_14_v3	760254	762245	+	1992	13980	18755	4738	833	5747	21795	8894	32275	10231	24707	21083	14498	475	1619	7153	248	513	1388	11139	12069	5900	23641	26117	27287
PBANKA_1009700	PbANKA_10_v3	447652	448698	+	1047	114	325	287	165	233	188	363	496	378	176	283	168	155	171	270	152	102	81	340	470	309	140	170	94
